school_name,state_name,enrollment
Lyndale Elementary,California,411
Lee Mathson Middle,California,325
Cesar Chavez Elementary,California,397
Millard McCollam Elementary,California,434
Donald J. Meyer Elementary,California,436
Ocala Middle,California,489
Thomas P. Ryan Elementary,California,385
San Antonio Elementary,California,404
William Sheppard Middle,California,622
Ben Painter Elementary,California,379
KIPP Heartwood Academy,California,414
Lrng in an Urban Comm with High Achievement (L.U.C.H.A.),California,289
Renaissance Academy,California,300
Adelante Dual Language Academy,California,603
Russo/McEntee Academy,California,558
Alpha: Blanca Alvarado Middle,California,408
Renaissance at Mathson,California,289
Kipp Prize Preparatory Academy,California,305
ACE Alum Rock,California,
Alview Elementary,California,177
Dairyland Elementary,California,204
Alvina Elementary Charter,California,182
Alvord Continuation High,California,129
Arizona Middle,California,1036
Arlanza Elementary,California,550
Collett Elementary,California,614
Foothill Elementary,California,567
La Granada Elementary,California,640
La Sierra High,California,1767
Loma Vista Middle,California,1033
Myra Linn Elementary,California,575
Norte Vista High,California,2213
Allan Orrenmaa Elementary,California,585
Terrace Elementary,California,655
Twinhill Elementary,California,536
Wells Middle,California,989
Rosemary Kennedy Elementary,California,514
S. Christa McAuliffe Elementary,California,806
Promenade Elementary,California,709
Valley View Elementary,California,477
Ysmael Villegas Middle,California,1362
Phillip M. Stokoe Elementary,California,707
Lake Hills Elementary,California,849
Alvord Alternative Continuation High,California,121
Hillcrest High,California,1790
Summit Elementary,California,0
Summit Secondary,California,3
North Star Independent Study,California,68
Independence High (Continuation),California,46
Amador High,California,668
Argonaut High,California,504
Ione Elementary,California,436
Jackson Elementary,California,429
Pine Grove Elementary STEM Magnet,California,283
Pioneer Magnet School for the Visual and Performing Arts,California,182
Plymouth Elementary,California,218
Sutter Creek Elementary,California,345
Jackson Junior High,California,364
Ione Junior High,California,321
Barton (Clara) Elementary,California,724
Edison (Thomas) Elementary,California,915
Franklin (Benjamin) Elementary,California,821
Gauer (Melbourne A.) Elementary,California,719
Guinn (James M.) Elementary,California,694
Henry (Patrick) Elementary,California,636
Jefferson (Thomas) Elementary,California,617
Juarez (Benito) Elementary,California,769
Lincoln (Abraham) Elementary,California,976
Loara Elementary,California,540
Madison (James) Elementary,California,626
Mann (Horace) Elementary,California,894
Marshall (John) Elementary,California,876
Palm Lane Elementary,California,673
Price (Adelaide) Elementary,California,808
Revere (Paul) Elementary,California,869
Roosevelt (Theodore) Elementary,California,582
Ross (Betsy) Elementary,California,910
Stoddard (Alexander J.) Elementary,California,659
Sunkist Elementary,California,857
Olive Street Elementary,California,630
Westmont Elementary,California,773
Orange Grove Elementary,California,675
Ponderosa Elementary,California,1059
GOALS Academy,California,246
Anaheim High,California,3077
Ball Junior High,California,1037
Brookhurst Junior High,California,1061
Cypress High,California,2755
Dale Junior High,California,1215
Gilbert High (Continuation),California,716
Hope,California,226
Katella High,California,2670
John F. Kennedy High,California,2457
Lexington Junior High,California,1376
Loara High,California,2184
Magnolia High,California,1794
Orangeview Junior High,California,828
Savanna High,California,1992
South Junior High,California,1527
Sycamore Junior High,California,1399
Walker Junior High,California,1139
Western High,California,2104
Oxford Academy,California,1204
Polaris High (Alternative),California,177
Analy High,California,1200
El Molino High,California,600
Laguna High,California,84
WSCUHSD Community Day,California,0
West Sonoma County Consortium,California,39
Anderson High,California,563
North Valley High,California,48
Oakview High (Alternative),California,98
Anderson Community Day,California,11
West Valley High,California,910
Anderson New Technology High,California,182
Anderson Valley Elementary,California,276
Anderson Valley Junior-Senior High,California,217
Rancheria Continuation,California,13
Antelope Elementary,California,446
Berrendos Middle,California,252
Manton Elementary,California,33
Mineral Elementary,California,
Plum Valley Elementary,California,16
Antelope Community Day,California,1
Lassen-Antelope Volcanic Academy (LAVA),California,67
Antelope Valley High,California,1873
Desert Winds Continuation High,California,678
Palmdale High,California,2664
Quartz Hill High,California,3032
Lancaster High,California,2425
Phoenix High Community Day,California,63
Desert Sands Charter,California,1721
Highland High,California,2886
Littlerock High,California,1502
R. Rex Parris High,California,723
Eastside High,California,2283
William J. (Pete) Knight High,California,2975
SOAR High (Students On Academic Rise),California,406
Los Angeles County Online High,California,201
Academies of the Antelope Valley,California,440
Jack London Elementary,California,490
Antioch High,California,1947
Antioch Middle,California,742
Belshaw Elementary,California,571
Fremont Elementary,California,489
Kimball Elementary,California,525
Live Oak High (Continuation),California,158
Marsh Elementary,California,580
Mission Elementary,California,602
Park Middle,California,1069
Sutter Elementary,California,633
Turner Elementary,California,552
Black Diamond Middle,California,376
Deer Valley High,California,2156
Bridges,California,8
Grant Elementary,California,502
Antioch Charter Academy,California,196
Diablo Vista Elementary,California,504
Prospects High (Alternative),California,348
Muir (John) Elementary,California,531
Carmen Dragon Elementary,California,496
Dallas Ranch Middle,California,1050
Lone Tree Elementary,California,777
Bidwell Continuation High,California,173
Orchard Park,California,789
Antioch Charter Academy II,California,207
Dozier-Libbey Medical High,California,712
Arcadia High,California,3385
Baldwin Stocker Elementary,California,692
Camino Grove Elementary,California,616
Richard Henry Dana Middle,California,728
First Avenue Middle,California,786
Foothills Middle,California,742
Highland Oaks Elementary,California,700
Holly Avenue Elementary,California,727
Hugo Reid Elementary,California,607
Longley Way Elementary,California,483
Rancho Learning Center (Alternative),California,42
Sunny Brae Middle,California,205
Arcata Elementary,California,306
Coastal Grove Charter,California,228
Fuente Nueva Charter,California,115
Union Street Charter,California,101
Redwood Coast Montessori,California,109
Arcata High,California,857
McKinleyville High,California,567
Pacific Coast High (Continuation),California,46
Tsurai High (Continuation),California,51
Six Rivers Charter High,California,92
Laurel Tree Charter,California,126
Arcohe Elementary,California,451
Arena Elementary,California,254
Pacific Community Charter,California,59
Armona Elementary,California,530
Parkview Middle,California,434
Crossroads Charter,California,145
California Virtual Academy @ Kings,California,433
Haven Drive Middle,California,568
Sierra Vista Elementary,California,844
Bear Mountain Elementary,California,737
El Camino Real Elementary,California,879
Atascadero High,California,1334
Atascadero Middle,California,764
Carrisa Plains Elementary,California,23
Creston Elementary,California,99
Monterey Road Elementary,California,347
Santa Margarita Elementary,California,284
Santa Rosa Road Academic Academy,California,377
San Benito Elementary,California,481
Del Rio Continuation High,California,53
Fine Arts Academy,California,267
San Gabriel Elementary,California,506
West Mall Alternative,California,99
Aileen Colburn Elementary,California,411
Bellevue Elementary,California,626
Elmer Wood Elementary,California,537
Mitchell Elementary,California,591
Mitchell Intermediate,California,864
Shaffer Elementary,California,557
Thomas Olaeta Elementary,California,600
Peggy Heller Elementary,California,575
Atwater Senior Academy,California,10
Bellevue Senior Elementary,California,193
EV Cain 21st Century STEM Charter,California,687
Rock Creek Elementary,California,300
